,Gas_Type,CH4,Ar,N2,CO2,C,O,H,Shape,Detector_Size,Detector_Area,Cover_Size,Cover_Area,Cover_Area_Ratio,Voltage,Source,Time_Window,Peak_Count,Folder
0,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,8000,kaynaksız,0,1845,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 8000V kaynaksız
1,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,7500,cs,0,1617,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 7500V Cs
2,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,8000,cs,0,10347,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 8000V Cs 2.kez
3,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,8000,kaynaksız,0,8866,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 8000V kaynaksız 2.kez
4,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,7500,kaynaksız,0,5631,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 7500V kaynaksız 2.kez
5,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,6500,kaynaksız,0,2564,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 6500V kaynaksız 2.kez
6,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,5500,cs,0,2155,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 5500V Cs
7,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,5000,kaynaksız,0,891,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 5000V kaynaksız
8,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,2500,kaynaksız,0,3,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 2500V kaynaksız (G-31-2dk)
9,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,4500,kaynaksız,0,1011,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 4500V kaynaksız
10,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,5000,cs,0,1131,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 5000V Cs
11,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,3500,cs,0,417,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 3500V Cs (G-1176-2dk)
12,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,3000,cs,0,215,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 3000V Cs (G-1107-2dk)
13,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,3000,kaynaksız,0,242,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 3000V kaynaksız (G-44-2dk)
14,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,7000,cs,0,1633,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 7000V Cs
15,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,3500,kaynaksız,0,246,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 3500V kaynaksız
16,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,6000,kaynaksız,0,1366,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 6000V kaynaksız
17,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,7500,kaynaksız,0,491,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 7500V kaynaksız
18,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,6500,kaynaksız,0,288,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 6500V kaynaksız
19,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,6500,cs,0,2823,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 6500V Cs
20,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,7000,kaynaksız,0,528,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 7000V kaynaksız
21,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,7000,cs,0,3493,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 7000V Cs 2.kez
22,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,5500,kaynaksız,0,891,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 5500V kaynaksız
23,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,4500,cs,0,936,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 4500V Cs
24,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,4000,kaynaksız,0,1367,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 4000V kaynaksız
25,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,8000,cs,0,1840,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 8000V Cs
26,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,4000,cs,0,1026,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 4000V Cs (G-1122-2dk)
27,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,2500,cs,0,9,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 2500V Cs (G-1153-2dk)
28,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,6.0,36.0,0.36,6000,cs,0,2173,detektor data 2/P10/Kare/Kare 10x10/6x6/p10 6000V Cs
29,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,8000,kaynaksız,0,1317,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 8000V kaynaksız
30,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,7500,cs,0,2531,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 7500V Cs
31,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,5000,cs,0,1279,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 5000V Cs (G-1120-2dk)
32,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,3500,cs,0,313,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 3500V Cs (G-1185-2dk)
33,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,4500,cs,0,1132,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 4500V Cs (G-1147-2dk)
34,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,3000,kaynaksız,0,123,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 3000V kaynaksız (G-35-2dk)
35,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,4000,kaynaksız,0,479,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 4000V kaynaksız (GG-46-2dk)
36,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,2500,cs,0,0,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 2500V Cs (G-1052-2dk)
37,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,3000,cs,0,99,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 3000V Cs (G-1111-2dk)
38,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,4000,cs,0,741,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 4000V Cs (G-1097-2dk)
39,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,7000,cs,0,2139,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 7000V Cs
40,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,6000,kaynaksız,0,859,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 6000V kaynaksız
41,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,5500,cs,0,1230,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 5500V Cs (G-1052-2dk)
42,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,7500,kaynaksız,0,1673,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 7500V kaynaksız
43,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,6500,kaynaksız,0,1140,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 6500V kaynaksız
44,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,6500,cs,0,1796,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 6500V Cs
45,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,7000,kaynaksız,0,1491,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 7000V kaynaksız
46,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,5000,kaynaksız,0,656,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 5000V kaynaksız (G-33-2dk)
47,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,5500,kaynaksız,0,643,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 5500V kaynaksız (G-30-2dk)
48,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,8000,cs,0,2710,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 8000V Cs
49,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,2500,kaynaksız,0,0,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 2500V kaynaksız (G-39-2dk)
50,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,3500,kaynaksız,0,333,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 3500V kaynaksız (G-32-2dk)
51,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,6000,cs,0,1517,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 6000V Cs
52,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,4.0,16.0,0.16,4500,kaynaksız,0,567,detektor data 2/P10/Kare/Kare 10x10/4x4/p10 4500V kaynaksız (G-36-2dk)
53,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,8000,kaynaksız,0,1845,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 8000V kaynaksız
54,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,3000,cs,0,114,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 3000V Cs
55,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,7500,cs,0,2425,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 7500V Cs
56,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,5500,cs,0,3252,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 5500V Cs
57,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,5000,kaynaksız,0,2086,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 5000V kaynaksız
58,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,4500,kaynaksız,0,1817,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 4500V kaynaksız
59,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,5000,cs,0,2791,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 5000V Cs
60,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,7000,cs,0,12821,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 7000V Cs
61,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,3500,cs,0,890,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 3500V Cs
62,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,3500,kaynaksız,0,739,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 3500V kaynaksız
63,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,6000,kaynaksız,0,1335,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 6000V kaynaksız
64,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,2000,kaynaksız,0,0,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 2000V kaynaksız
65,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,7500,kaynaksız,0,1636,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 7500V kaynaksız
66,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,6500,kaynaksız,0,1899,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 6500V kaynaksız
67,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,3000,kaynaksız,0,147,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 3000V kaynaksız
68,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,2000,cs,0,0,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 2000V Cs
69,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,7000,kaynaksız,0,2032,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 7000V kaynaksız
70,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,2500,kaynaksız,0,0,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 2500V kaynaksız
71,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,5500,kaynaksız,0,1978,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 5500V kaynaksız
72,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,4500,cs,0,2453,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 4500V Cs
73,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,4000,kaynaksız,0,1271,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 4000V kaynaksız
74,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,4000,cs,0,1775,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 4000V Cs
75,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,8000,cs,0,3107,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 8000V Cs
76,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,6500,cs,0,2418,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 6500 Cs
77,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,6000,cs,0,2006,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 6000V Cs
78,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,10.0,100.0,8.0,64.0,0.64,2500,cs,0,0,detektor data 2/P10/Kare/Kare 10x10/8x8/p10 2500V Cs
79,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,8000,kaynaksız,0,2929,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 8000V kaynaksız"
80,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,3000,cs,0,0,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 3000V Cs"
81,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,7500,cs,0,2606,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 7500V Cs"
82,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,5500,cs,0,1448,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 5500V Cs"
83,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,5000,kaynaksız,0,631,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 5000V kaynaksız"
84,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,4500,kaynaksız,0,231,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 4500V kaynaksız"
85,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,5000,cs,0,950,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 5000V Cs"
86,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,7000,cs,0,2323,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 7000V Cs"
87,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,3500,cs,0,24,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 3500V Cs"
88,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,3500,kaynaksız,0,21,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 3500V kaynaksız"
89,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,6000,kaynaksız,0,1278,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 6000V kaynaksız"
90,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,2000,kaynaksız,0,0,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 2000V kaynaksız"
91,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,7500,kaynaksız,0,2322,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 7500V kaynaksız"
92,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,6500,kaynaksız,0,1387,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 6500V kaynaksız"
93,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,3000,kaynaksız,0,1,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 3000V kaynaksız"
94,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,2000,cs,0,0,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 2000V Cs"
95,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,6500,cs,0,2066,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 6500V Cs"
96,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,7000,kaynaksız,0,2985,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 7000V kaynaksız"
97,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,2500,kaynaksız,0,0,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 2500V kaynaksız"
98,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,5500,kaynaksız,0,902,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 5500V kaynaksız"
99,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,4500,cs,0,434,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 4500V Cs"
100,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,4000,kaynaksız,0,97,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 4000V kaynaksız"
101,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,4000,cs,0,92,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 4000V Cs"
102,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,8000,cs,0,3041,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 8000V Cs"
103,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,6000,cs,0,1850,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 6000V Cs"
104,p10,0.1,0.9,0.0,0.0,0.02,0.0,0.08,kare,6.78,45.97,6.68,44.62,0.97,2500,cs,0,3,"detektor data 2/P10/Kare/Kare 6,78X6,78/6,68x6,78/p10 2500V Cs"
105,p20,0.2,0.8,0.0,0.0,0.04,0.0,0.16,kare,10.0,100.0,6.0,36.0,0.36,7000,kaynaksız,0,2966,detektor data 2/P20/Kare/Kare 10x10/6x6/7000V kaynaksız
106,p20,0.2,0.8,0.0,0.0,0.04,0.0,0.16,kare,10.0,100.0,6.0,36.0,0.36,5000,kaynaksız,0,1756,detektor data 2/P20/Kare/Kare 10x10/6x6/5000V kaynaksız 2.kez
107,p20,0.2,0.8,0.0,0.0,0.04,0.0,0.16,kare,10.0,100.0,6.0,36.0,0.36,6500,kaynaksız,0,1268,detektor data 2/P20/Kare/Kare 10x10/6x6/6500V kaynaksız
108,p20,0.2,0.8,0.0,0.0,0.04,0.0,0.16,kare,10.0,100.0,6.0,36.0,0.36,4000,kaynaksız,0,592,detektor data 2/P20/Kare/Kare 10x10/6x6/4000V kaynaksız 2.kez
109,p20,0.2,0.8,0.0,0.0,0.04,0.0,0.16,kare,10.0,100.0,6.0,36.0,0.36,6000,cs,0,1826,detektor data 2/P20/Kare/Kare 10x10/6x6/6000V Cs
110,p20,0.2,0.8,0.0,0.0,0.04,0.0,0.16,kare,10.0,100.0,6.0,36.0,0.36,4000,cs,0,53,detektor data 2/P20/Kare/Kare 10x10/6x6/4000V Cs
