,Gas_Type,CH4,Ar,N2,CO2,C,O,H,Shape,Detector_Size,Detector_Area,Cover_Size,Cover_Area,Cover_Area_Ratio,Voltage,Source,Time_Window,Peak_Count,Folder
239,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,10.0,100.0,8.0,64.0,0.64,7500,kaynaksız,0,934,detektor data 2/ARNCO2/Kare/Kare 10x10/8x8/7500V kaynaksız
240,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,10.0,100.0,8.0,64.0,0.64,3000,cs,0,0,detektor data 2/ARNCO2/Kare/Kare 10x10/8x8/3000V Cs
241,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,10.0,100.0,8.0,64.0,0.64,7500,cs,0,928,detektor data 2/ARNCO2/Kare/Kare 10x10/8x8/7500V Cs
242,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,10.0,100.0,8.0,64.0,0.64,6000,kaynaksız,0,208,detektor data 2/ARNCO2/Kare/Kare 10x10/8x8/6000V kaynaksız
243,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,10.0,100.0,8.0,64.0,0.64,3500,kaynaksız,0,1,detektor data 2/ARNCO2/Kare/Kare 10x10/8x8/3500V kaynaksız
244,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,2500,kaynaksız,0,31143,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/2500V kaynaksız"
245,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,7000,kaynaksız,0,7759,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/7000V kaynaksız"
246,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,3000,kaynaksız,0,38558,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/3000V kaynaksız"
247,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,6500,kaynaksız,0,5523,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/6500V kaynaksız"
248,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,6000,cs,0,23682,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/6000V Cs"
249,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,2500,cs,0,0,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/2500V Cs"
250,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,4000,cs,0,6558,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/4000V Cs"
251,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,8000,cs,0,9285,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/8000V Cs"
252,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,4000,kaynaksız,0,6218,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/4000V kaynaksız"
253,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,5500,kaynaksız,0,920,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/5500V kaynaksız"
254,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,4500,kaynaksız,0,12384,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/4500V kaynaksız 2.kez"
255,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,4500,cs,0,0,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/4500V Cs"
256,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,4500,cs,0,5159,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/4500V Cs 2.kez"
257,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,2000,cs,0,9148,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/2000V Cs"
258,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,6500,cs,0,8805,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/6500V Cs"
259,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,4000,cs,0,16048,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/4000V Cs 2.kez"
260,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,7000,cs,0,8364,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/7000V Cs"
261,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,3500,cs,0,2883,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/3500V Cs"
262,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,8000,kaynaksız,0,10554,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/8000V kaynaksız"
263,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,5000,cs,0,869,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/5000V Cs"
264,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,4500,kaynaksız,0,4408,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/4500V kaynaksız"
265,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,5500,cs,0,2600,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/5500V Cs"
266,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,5000,kaynaksız,0,410,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/5000V kaynaksız"
267,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,7500,kaynaksız,0,4426,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/7500V kaynaksız"
268,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,2000,kaynaksız,0,3344,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/2000V kaynaksız"
269,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,3000,cs,0,39027,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/3000V Cs"
270,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,7500,cs,0,9921,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/7500V Cs"
271,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,6000,kaynaksız,0,2401,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/6000V kaynaksız"
272,arnco2,0.0,0.05,0.35,0.6,0.2,0.4,0.0,kare,6.78,45.97,4.78,22.85,0.5,3500,kaynaksız,0,1198,"detektor data 2/ARNCO2/Kare/Kare 6,78X6,78/4,78x4,78/3500V kaynaksız"
